rin,rg1,rg2,rd,rs,cs,c1,c2,rl,vdd,gain_1,gain_2,gain_3,gain_4,gain_5,gain_6,gain_7,gain_8,gain_9,gain_10,gain_11,gain_1_2,gain_12,gain_1_3,gain_1_4,gain_14,gain_1_5,gain_1_6,gain_16,gain_1_7,gain_17,gain_20,gain_2_2,gain_22,gain_2_3,gain_25,gain_27,gain_31,gain_3_2,gain_3_3,gain_34,gain_38,gain_4_2,gain_43,gain_48,gain_5_2,gain_54,gain_60,gain_67,gain_75,gain_84,gain_94,gain_105,gain_118,gain_132,gain_147,gain_164,gain_184,gain_205,gain_229,gain_256,gain_287,gain_320,gain_358,gain_400,gain_447,gain_499,gain_558,gain_624,gain_697,gain_779,gain_870,gain_972,gain_1100,gain_1200,gain_1400,gain_1500,gain_1700,gain_1900,gain_2100,gain_2400,gain_2600,gain_3000,gain_3300,gain_3700,gain_4100,gain_4600,gain_5100,gain_5700,gain_6400,gain_7200,gain_8000,gain_8900,gain_10000,gain_10700,gain_11500,gain_12400,gain_13300,gain_14300,gain_15400,gain_16500,gain_17800,gain_19100,gain_20500,gain_22000,gain_23700,gain_25400,gain_27300,gain_29400,gain_31500,gain_33900,gain_36400,gain_39100,gain_42000,gain_45200,gain_48500,gain_52100,gain_56000,gain_60200,gain_64700,gain_69500,gain_74700,gain_80200,gain_86200,gain_92600,gain_99500,gain_10000_2,gain_106900,gain_114900,gain_123400,gain_132600,gain_142500,gain_153100,gain_164500,gain_176700,gain_189900,gain_204000,gain_219200,gain_235500,gain_253100,gain_271900,gain_292100,gain_313900,gain_337200,gain_362300,gain_389300,gain_418300,gain_449400,gain_482900,gain_518799,gain_557500,gain_599000,gain_643600,gain_691500,gain_742900,gain_798200,gain_857700,gain_921500,gain_990100,gain_1100000,gain_1200000,gain_1300000,gain_1400000,gain_1500000,gain_1600000,gain_1800000,gain_1900000,gain_2000000,gain_2200000,gain_2300000,gain_2500000,gain_2700000,gain_2900000,gain_3100000,gain_3400000,gain_3600000,gain_3900000,gain_4200000,gain_4500000,gain_4800000,gain_5200000,gain_5500000,gain_6000000,gain_6400000,gain_6900000,gain_7400000,gain_7900000,gain_8500000,gain_9200000,gain_9900000,gain_10600000,gain_1100000_2,gain_11400000,gain_12200000,gain_13100000,gain_14100000,gain_15200000,gain_16300000,gain_17500000,gain_18800000,gain_20200000,gain_21700000,gain_23300000,gain_25100000,gain_26900000,gain_28900000,gain_31100000,gain_33400000,gain_35900000,gain_38500000,gain_41400000,gain_44500000,gain_47800000,gain_51400000,gain_55200000,gain_59300000,gain_63700000,gain_68500000,gain_73600000,gain_79000000,gain_84900000,gain_91200000,gain_98000000,gain_105300000,gain_113200000,gain_121600000,gain_130600000,gain_140400000,gain_150800000,gain_162000000,gain_174100000,gain_187100000,gain_201000000,gain_216000000,gain_232000000,gain_249300000,gain_267899999,gain_287800000,gain_309200000,gain_332300000,gain_357000000,gain_383600000,gain_412100000,gain_442800000,gain_475800000,gain_511200000,gain_549200000,gain_590100000,gain_634000000,gain_681200000,gain_731900000,gain_786400000,gain_845000000,gain_907900000,gain_975400000,gain_1000000000,gain_1100000000,gain_1200000000,gain_1300000000,gain_1400000000,gain_1500000000,gain_1600000000,gain_1700000000,gain_1900000000,gain_2000000000
100.0,10000.0,316000.0,215.0,1.0,4.64e-09,2.15e-09,1e-11,10000.0,3.3,-349.976865237,-329.428946889,-321.346788619,-312.578873189,-306.516948548,-300.803678722,-297.822049224,-295.144823379,-292.146409822,-289.203901294,-286.334208226,-347.491625185,-283.541667065,-345.224968874,-341.205920522,-280.653463864,-337.72631002,-336.149328929,-277.726551923,-333.250165912,-274.803148133,-271.914150073,-327.16390428,-268.962121324,-324.093395404,-266.098825857,-263.237959938,-260.325152124,-318.086375636,-315.189575056,-257.481403466,-254.581262889,-309.648698119,-251.667565513,-248.777877502,-303.724682691,-245.888237523,-242.986036724,-240.105954027,-237.201753714,-234.308419894,-231.428597296,-228.539669082,-225.652725094,-222.758254546,-219.868601575,-216.982371801,-214.102416389,-211.219960511,-208.332838466,-205.463075501,-202.579561019,-199.712753675,-196.839511917,-193.981474456,-191.126889872,-188.279629951,-185.440524652,-182.618947916,-179.813095441,-177.023011917,-174.258859317,-171.518585692,-168.515232274,-166.418341861,-162.761392367,-161.152828452,-158.283481318,-155.785674741,-153.583294373,-150.714071974,-149.028828287,-146.084808582,-144.16862826,-141.910872836,-139.921312703,-137.727780281,-135.789558658,-133.726111511,-131.602155061,-129.46413545,-127.566663292,-125.659725595,-123.586342239,-122.386807296,-121.11194549,-119.782114393,-118.548638732,-117.274643949,-115.974695524,-114.765815762,-113.43925371,-112.206674283,-110.970889066,-109.738216239,-108.43977155,-107.232351768,-105.975787924,-104.685956517,-103.485274996,-102.208517584,-100.970904864,-99.726839855,-98.4834550218,-97.2079581196,-95.9844991221,-94.7419152678,-93.489844911,-92.2361717282,-90.9864055021,-89.746194226,-88.496570761,-87.2671235661,-86.0195458169,-84.782208535,-83.5418221641,-123.586342239,-82.3051109071,-81.0623460241,-79.8344105198,-78.5992096734,-77.3646640567,-76.137176114,-74.9115118952,-73.6939660358,-72.4718487832,-71.2612857986,-70.0511253884,-68.8488527297,-67.6473823929,-66.4604965653,-65.2818588662,-64.1076458609,-62.9503500924,-61.8020700582,-60.6660667066,-59.5455718866,-58.4443067542,-57.3593019885,-56.298106351,-55.2565588636,-54.242343588,-53.255282185,-52.2981851761,-51.3742579061,-50.4830418796,-49.626552376,-48.8093879791,-48.0307031658,-46.9621511912,-46.1467111279,-45.452414233,-44.8558489907,-44.3407120725,-43.8934231365,-43.1607194739,-42.8585637562,-42.5918540275,-42.144665256,-41.9559859203,-41.6350104277,-41.3737709457,-41.1595680084,-40.9816851757,-40.7683515666,-40.6540648694,-40.5136491425,-40.4036917724,-40.3163641235,-40.2467739263,-40.1761919743,-40.1355686175,-40.0874446573,-40.0622240703,-40.0432099192,-40.0356187142,-40.0371471626,-40.0481418002,-40.0717508792,-40.1041443305,-40.1437942632,-46.9621511912,-40.1963842126,-40.2555169373,-40.3284792767,-40.4162383026,-40.5198850581,-40.6295843165,-40.7551538277,-40.8970263555,-41.0554883759,-41.2306755842,-41.4225609906,-41.6432336122,-41.8679187033,-42.1207985844,-42.4013446394,-42.6957059336,-43.0153473357,-43.3459280413,-43.71091562,-44.0952739608,-44.4965446801,-44.9237710661,-45.3620641546,-45.8199544915,-46.2939461931,-46.7908017237,-47.2963482893,-47.8076143457,-48.3397451356,-48.8794119157,-49.4306922095,-49.9902582813,-50.5616262747,-51.1340212876,-51.7111490617,-52.3016161894,-52.8895983371,-53.4834033259,-54.0837125143,-54.6868493557,-55.2900218607,-55.8984033177,-56.5047127797,-57.1169442798,-57.7312889567,-58.3445609397,-58.9596020501,-59.5778047195,-60.1940997018,-60.812756735,-61.4305429554,-62.0506791666,-62.6717257225,-63.2923582664,-63.9129808654,-64.5343674649,-65.1553230096,-65.7770961755,-66.3990641482,-67.0216547479,-67.6449857198,-68.2679635947,-68.8904646768,-69.1069173922,-69.9334310063,-70.6888286882,-71.3829138044,-72.0263168965,-72.6253760807,-73.1858057922,-73.7132279762,-74.6789958453,-75.1250757669
